idx,id_spatial,id_region_type,id_region,year,internal_id,value
600,1,4,3256000,2008,,123881.0
601,1,4,3256000,2009,,122989.0
602,1,4,3256000,2010,,122206.0
603,1,4,3256000,2011,,121390.0
604,1,4,3256000,2012,,120225.0
605,1,4,3256000,2013,,119848.0
606,1,4,3256000,2014,,119631.0
607,1,4,3256000,2015,,120632.0
608,1,4,3257000,1997,,164320.0
609,1,4,3257000,1998,,164718.0
610,1,4,3257000,1999,,165534.0
611,1,4,3257000,2000,,166020.0
612,1,4,3257000,2001,,166548.0
613,1,4,3257000,2002,,166751.0
614,1,4,3257000,2003,,166283.0
615,1,4,3257000,2004,,166111.0
616,1,4,3257000,2005,,165557.0
617,1,4,3257000,2006,,165109.0
618,1,4,3257000,2007,,164172.0
619,1,4,3257000,2008,,162971.0
620,1,4,3257000,2009,,161746.0
621,1,4,3257000,2010,,160636.0
622,1,4,3257000,2011,,157026.0
623,1,4,3257000,2012,,156039.0
624,1,4,3257000,2013,,155599.0
625,1,4,3257000,2014,,155847.0
626,1,4,3257000,2015,,156206.0
627,1,4,3351000,1997,,180269.0
628,1,4,3351000,1998,,180971.0
629,1,4,3351000,1999,,181441.0
630,1,4,3351000,2000,,181792.0
631,1,4,3351000,2001,,181962.0
632,1,4,3351000,2002,,182421.0
633,1,4,3351000,2003,,182665.0
634,1,4,3351000,2004,,182737.0
635,1,4,3351000,2005,,182444.0
636,1,4,3351000,2006,,181936.0
637,1,4,3351000,2007,,181115.0
638,1,4,3351000,2008,,180130.0
639,1,4,3351000,2009,,179247.0
640,1,4,3351000,2010,,178528.0
641,1,4,3351000,2011,,176054.0
642,1,4,3351000,2012,,175706.0
643,1,4,3351000,2013,,175552.0
644,1,4,3351000,2014,,176157.0
645,1,4,3351000,2015,,177971.0
646,1,4,3352000,1997,,200636.0
647,1,4,3352000,1998,,202202.0
648,1,4,3352000,1999,,203833.0
649,1,4,3352000,2000,,204843.0
650,1,4,3352000,2001,,206192.0
651,1,4,3352000,2002,,206304.0
652,1,4,3352000,2003,,206545.0
653,1,4,3352000,2004,,206308.0
654,1,4,3352000,2005,,205276.0
655,1,4,3352000,2006,,204235.0
656,1,4,3352000,2007,,202933.0
657,1,4,3352000,2008,,202124.0
658,1,4,3352000,2009,,201188.0
659,1,4,3352000,2010,,200464.0
660,1,4,3352000,2011,,198115.0
661,1,4,3352000,2012,,197433.0
662,1,4,3352000,2013,,196607.0
663,1,4,3352000,2014,,196787.0
664,1,4,3352000,2015,,198103.0
665,1,4,3353000,1997,,222823.0
666,1,4,3353000,1998,,226407.0
667,1,4,3353000,1999,,229961.0
668,1,4,3353000,2000,,232799.0
669,1,4,3353000,2001,,235110.0
670,1,4,3353000,2002,,237204.0
671,1,4,3353000,2003,,238385.0
672,1,4,3353000,2004,,239973.0
673,1,4,3353000,2005,,241827.0
674,1,4,3353000,2006,,242748.0
675,1,4,3353000,2007,,243888.0
676,1,4,3353000,2008,,244640.0
677,1,4,3353000,2009,,245624.0
678,1,4,3353000,2010,,246868.0
679,1,4,3353000,2011,,239269.0
680,1,4,3353000,2012,,240548.0
681,1,4,3353000,2013,,242871.0
682,1,4,3353000,2014,,245199.0
683,1,4,3353000,2015,,248122.0
684,1,4,3354000,1997,,52129.0
685,1,4,3354000,1998,,52194.0
686,1,4,3354000,1999,,52079.0
687,1,4,3354000,2000,,52100.0
688,1,4,3354000,2001,,51820.0
689,1,4,3354000,2002,,51766.0
690,1,4,3354000,2003,,51624.0
691,1,4,3354000,2004,,51578.0
692,1,4,3354000,2005,,51352.0
693,1,4,3354000,2006,,50878.0
694,1,4,3354000,2007,,50465.0
695,1,4,3354000,2008,,49965.0
696,1,4,3354000,2009,,49699.0
697,1,4,3354000,2010,,49213.0
698,1,4,3354000,2011,,49082.0
699,1,4,3354000,2012,,48928.0
700,1,4,3354000,2013,,48670.0
701,1,4,3354000,2014,,48728.0
702,1,4,3354000,2015,,50128.0
703,1,4,3355000,1997,,160140.0
704,1,4,3355000,1998,,162308.0
705,1,4,3355000,1999,,164347.0
706,1,4,3355000,2000,,166661.0
707,1,4,3355000,2001,,168734.0
708,1,4,3355000,2002,,171563.0
709,1,4,3355000,2003,,173164.0
710,1,4,3355000,2004,,174566.0
711,1,4,3355000,2005,,175441.0
712,1,4,3355000,2006,,175906.0
713,1,4,3355000,2007,,176445.0
714,1,4,3355000,2008,,176512.0
715,1,4,3355000,2009,,177042.0
716,1,4,3355000,2010,,177279.0
717,1,4,3355000,2011,,174685.0
718,1,4,3355000,2012,,175640.0
719,1,4,3355000,2013,,176727.0
720,1,4,3355000,2014,,178122.0
721,1,4,3355000,2015,,180719.0
722,1,4,3356000,1997,,106899.0
723,1,4,3356000,1998,,108084.0
724,1,4,3356000,1999,,109538.0
