idx,id_spatial,id_region_type,id_region,year,internal_id,value
404,14,4,3459000,2011,[5],7656
405,14,4,3459000,2011,[6],3876
406,14,4,3460000,2011,[0],49046
407,14,4,3460000,2011,[1],12243
408,14,4,3460000,2011,[2],13922
409,14,4,3460000,2011,[3],8410
410,14,4,3460000,2011,[4],8646
411,14,4,3460000,2011,[5],3760
412,14,4,3460000,2011,[6],2065
413,14,4,3461000,2011,[0],40428
414,14,4,3461000,2011,[1],13348
415,14,4,3461000,2011,[2],14207
416,14,4,3461000,2011,[3],6000
417,14,4,3461000,2011,[4],4702
418,14,4,3461000,2011,[5],1436
419,14,4,3461000,2011,[6],735
420,14,4,3462000,2011,[0],25245
421,14,4,3462000,2011,[1],7751
422,14,4,3462000,2011,[2],8777
423,14,4,3462000,2011,[3],4090
424,14,4,3462000,2011,[4],3036
425,14,4,3462000,2011,[5],1100
426,14,4,3462000,2011,[6],491
427,14,4,4011000,2011,[0],274377
428,14,4,4011000,2011,[1],122328
429,14,4,4011000,2011,[2],86974
430,14,4,4011000,2011,[3],33527
431,14,4,4011000,2011,[4],21321
432,14,4,4011000,2011,[5],6803
433,14,4,4011000,2011,[6],3424
434,14,4,4012000,2011,[0],56701
435,14,4,4012000,2011,[1],26970
436,14,4,4012000,2011,[2],17585
437,14,4,4012000,2011,[3],6243
438,14,4,4012000,2011,[4],3821
439,14,4,4012000,2011,[5],1354
440,14,4,4012000,2011,[6],728
441,14,4,5111000,2011,[0],318313
442,14,4,5111000,2011,[1],159252
443,14,4,5111000,2011,[2],91731
444,14,4,5111000,2011,[3],34942
445,14,4,5111000,2011,[4],22417
446,14,4,5111000,2011,[5],6827
447,14,4,5111000,2011,[6],3144
448,14,4,5112000,2011,[0],234433
449,14,4,5112000,2011,[1],96800
450,14,4,5112000,2011,[2],76723
451,14,4,5112000,2011,[3],29609
452,14,4,5112000,2011,[4],19914
453,14,4,5112000,2011,[5],7193
454,14,4,5112000,2011,[6],4194
455,14,4,5113000,2011,[0],288262
456,14,4,5113000,2011,[1],130182
457,14,4,5113000,2011,[2],93503
458,14,4,5113000,2011,[3],33077
459,14,4,5113000,2011,[4],21589
460,14,4,5113000,2011,[5],6432
461,14,4,5113000,2011,[6],3479
462,14,4,5114000,2011,[0],108852
463,14,4,5114000,2011,[1],45525
464,14,4,5114000,2011,[2],35400
465,14,4,5114000,2011,[3],13615
466,14,4,5114000,2011,[4],9833
467,14,4,5114000,2011,[5],3106
468,14,4,5114000,2011,[6],1373
469,14,4,5116000,2011,[0],122401
470,14,4,5116000,2011,[1],50424
471,14,4,5116000,2011,[2],39648
472,14,4,5116000,2011,[3],15918
473,14,4,5116000,2011,[4],10904
474,14,4,5116000,2011,[5],3652
475,14,4,5116000,2011,[6],1855
476,14,4,5117000,2011,[0],82937
477,14,4,5117000,2011,[1],34075
478,14,4,5117000,2011,[2],28910
479,14,4,5117000,2011,[3],10379
480,14,4,5117000,2011,[4],6799
481,14,4,5117000,2011,[5],1947
482,14,4,5117000,2011,[6],827
483,14,4,5119000,2011,[0],102105
484,14,4,5119000,2011,[1],41200
485,14,4,5119000,2011,[2],34612
486,14,4,5119000,2011,[3],13732
487,14,4,5119000,2011,[4],8655
488,14,4,5119000,2011,[5],2631
489,14,4,5119000,2011,[6],1275
490,14,4,5120000,2011,[0],52538
491,14,4,5120000,2011,[1],21297
492,14,4,5120000,2011,[2],16892
493,14,4,5120000,2011,[3],6953
494,14,4,5120000,2011,[4],5057
495,14,4,5120000,2011,[5],1611
496,14,4,5120000,2011,[6],728
497,14,4,5122000,2011,[0],73560
498,14,4,5122000,2011,[1],29534
499,14,4,5122000,2011,[2],24103
500,14,4,5122000,2011,[3],9589
501,14,4,5122000,2011,[4],7135
502,14,4,5122000,2011,[5],2210
503,14,4,5122000,2011,[6],989
504,14,4,5124000,2011,[0],173241
505,14,4,5124000,2011,[1],78144
506,14,4,5124000,2011,[2],54992
507,14,4,5124000,2011,[3],19810
508,14,4,5124000,2011,[4],13672
509,14,4,5124000,2011,[5],4419
510,14,4,5124000,2011,[6],2204
511,14,4,5154000,2011,[0],127894
512,14,4,5154000,2011,[1],39281
513,14,4,5154000,2011,[2],44515
514,14,4,5154000,2011,[3],20002
515,14,4,5154000,2011,[4],16286
516,14,4,5154000,2011,[5],5317
517,14,4,5154000,2011,[6],2493
518,14,4,5158000,2011,[0],224472
519,14,4,5158000,2011,[1],82285
520,14,4,5158000,2011,[2],79110
521,14,4,5158000,2011,[3],31582
522,14,4,5158000,2011,[4],22651
523,14,4,5158000,2011,[5],6294
524,14,4,5158000,2011,[6],2550
525,14,4,5162000,2011,[0],196500
526,14,4,5162000,2011,[1],65185
527,14,4,5162000,2011,[2],69443
528,14,4,5162000,2011,[3],29859
529,14,4,5162000,2011,[4],22352
530,14,4,5162000,2011,[5],6785
